0.74157,0.7823,0.44641,0.022087,0.47201,0.82513,0.21644,0.14975,0.77777,0.19485,0.58092,0.5165,0.59477,0.83467,0.11714,0.64447,0.18573,0.50152,0.40148,0.15295,0.70264,0.82994,0.57886,0.94319,0.81073,0.5858,0.61499,0.79393,0.45756,0.12039,0.81343,0.16939,0.73518,0.7183,0.2113,0.068787,0.48841,0.76561,0.069454,0.9058,0.3969,0.94888,0.59667,0.13806,0.50154,0.35277,0.68472,0.26668,0.91906,0.33564,0.165,0.84438,0.90315,0.61897,0.76589,0.36563,0.26403,0.12759,0.72839,0.114,0.11863,0.46773,0.92886,0.15265,0.94758,0.88553,0.30541,0.77484,0.93456,0.51144,0.10772,0.93122,0.1294,0.68858,0.41245,0.43437,0.42835,0.3278,0.89627,0.95261,0.11636,0.55348,0.25852,0.60613,0.4849,0.69134,0.98249,0.090092,0.097611,0.94421,0.42636,0.020141,0.17685,0.79333,0.75039,0.38418,0.75039,0.92187,0.41735,0.58956
0.14301,0.82612,0.10169,0.93385,0.86372,0.93687,0.83983,0.4657,0.8447,0.89721,0.39056,0.41298,0.50346,0.78701,0.46104,0.05196,0.80395,0.45252,0.63966,0.73278,0.6398,0.59232,0.55652,0.21177,0.083441,0.90554,0.42327,0.073404,0.8628,0.76544,0.48519,0.77033,0.56635,0.51525,0.19425,0.40537,0.99368,0.559,0.96328,0.25482,0.73316,0.61693,0.37593,0.20148,0.13984,0.88191,0.19081,0.2701,0.19037,0.88666,0.3627,0.34786,0.46278,0.37483,0.69964,0.10593,0.45761,0.13884,0.40405,0.36772,0.52229,0.27882,0.051639,0.38556,0.64749,0.12293,0.86678,0.49146,0.92431,0.98415,0.58951,0.079518,0.78154,0.69423,0.95711,0.53847,0.59505,0.30393,0.25621,0.0055894,0.062927,0.51072,0.5907,0.078069,0.42805,0.24344,0.046828,0.014597,0.94924,0.28039,0.32853,0.77968,0.58135,0.2467,0.72529,0.96795,0.89217,0.010033,0.47762,0.91722
0.35652,0.442,0.78991,0.26608,0.20644,0.61315,0.85886,0.6077,0.88902,0.47339,0.933,0.24122,0.020711,0.21999,0.3175,0.72017,0.66288,0.48067,0.43659,0.041018,0.13875,0.21411,0.074754,0.03042,0.42399,0.60621,0.39066,0.34042,0.61764,0.43589,0.51371,0.031346,0.79057,0.036463,0.15371,0.093256,0.0060423,0.26341,0.30677,0.5573,0.039243,0.17126,0.7469,0.89509,0.5448,0.8597,0.070054,0.93922,0.74951,0.57322,0.91519,0.93308,0.88317,0.56744,0.95968,0.052314,0.23477,0.21383,0.14776,0.32563,0.36711,0.73582,0.055596,0.26097,0.45825,0.82626,0.24803,0.34858,0.60505,0.29229,0.58664,0.097846,0.69252,0.21333,0.73403,0.82183,0.48059,0.24147,0.94009,0.3439,0.52238,0.074774,0.6033,0.0030894,0.59753,0.65083,0.704,0.39072,0.99924,0.73382,0.5422,0.32362,0.32919,0.094078,0.28717,0.41673,0.63171,0.013352,0.14109,0.21605
0.41076,0.57448,0.55851,0.0022781,0.109,0.29535,0.68778,0.26538,0.039695,0.39984,0.60743,0.037342,0.30463,0.77424,0.80039,0.99555,0.50282,0.73653,0.17395,0.86692,0.90781,0.81019,0.65438,0.18601,0.98635,0.9581,0.12113,0.53778,0.040745,0.89875,0.91005,0.29793,0.54156,0.22006,0.042764,0.83871,0.67086,0.33283,0.038207,0.13775,0.11677,0.13325,0.24005,0.86518,0.8594,0.59022,0.56725,0.0047074,0.88675,0.60995,0.89838,0.21007,0.62632,0.74545,0.25602,0.95251,0.35668,0.088641,0.37908,0.98237,0.46078,0.78877,0.58584,0.52059,0.39672,0.95438,0.82684,0.78685,0.68071,0.023914,0.79226,0.17255,0.84959,0.13116,0.24943,0.037471,0.11612,0.85916,0.054217,0.26781,0.4335,0.95492,0.95334,0.25266,0.84947,0.34806,0.87452,0.56061,0.4821,0.82189,0.3105,0.49941,0.59118,0.28372,0.57355,0.10009,0.36349,0.40531,0.29791,0.34247
0.50948,0.5546,0.49373,0.71576,0.016477,0.034221,0.83268,0.19067,0.59909,0.99206,0.0017582,0.074756,0.56796,0.29811,0.44076,0.77306,0.71658,0.6776,0.73225,0.092713,0.59053,0.1925,0.82062,0.15902,0.77173,0.6403,0.83458,0.1815,0.19726,0.32849,0.21615,0.94991,0.25543,0.23858,0.041374,0.88719,0.97517,0.42476,0.93085,0.90543,0.71653,0.74311,0.051318,0.72903,0.081736,0.31091,0.8631,0.79886,0.57755,0.73253,0.74202,0.15796,0.48646,0.61428,0.060758,0.4845,0.88866,0.16955,0.52855,0.79663,0.39943,0.90743,0.56502,0.89492,0.61596,0.37436,0.097366,0.74245,0.22222,0.18673,0.71114,0.49622,0.58147,0.51546,0.18931,0.88274,0.048333,0.68367,0.81745,0.51505,0.046145,0.64563,0.25355,0.13621,0.62005,0.040856,0.032656,0.94841,0.15564,0.20555,0.0014004,0.85852,0.86717,0.14115,0.89448,0.14504,0.17694,0.20919,0.2293,0.82982
0.65999,0.27409,0.027527,0.91723,0.32205,0.29859,0.7008,0.88846,0.31777,0.15879,0.92925,0.14405,0.18286,0.84968,0.079679,0.85353,0.60908,0.66662,0.9369,0.45828,0.99853,0.69477,0.74367,0.61915,0.67816,0.89698,0.13445,0.3408,0.3059,0.049745,0.89977,0.69608,0.63523,0.099614,0.49139,0.91591,0.69799,0.23961,0.5471,0.75895,0.96749,0.092462,0.74975,0.74284,0.91293,0.52951,0.42758,0.11899,0.75318,0.22421,0.18012,0.0037451,0.22675,0.68752,0.91753,0.40444,0.29221,0.44272,0.66763,0.17335,0.38169,0.50525,0.19062,0.49822,0.17035,0.73764,0.014033,0.14685,0.3575,0.65026,0.36886,0.29526,0.069316,0.8363,0.78153,0.13033,0.016527,0.56973,0.5175,0.73311,0.082794,0.73058,0.52734,0.49689,0.068647,0.36175,0.94406,0.010116,0.77466,0.41757,0.12681,0.0033504,0.69112,0.27383,0.89085,0.55052,0.046352,0.55192,0.17845,0.8954
0.2829,0.95901,0.97475,0.6595,0.44436,0.70793,0.071645,0.65473,0.8262,0.60713,0.38331,0.52722,0.053775,0.24829,0.74591,0.12888,0.14789,0.56693,0.55832,0.084758,0.89012,0.9737,0.66227,0.70865,0.99804,0.99166,0.87419,0.69096,0.23285,0.39093,0.65843,0.50543,0.72871,0.15981,0.25869,0.99728,0.26822,0.07034,0.88009,0.9932,0.13426,0.076321,0.536,0.40344,0.1208,0.56138,0.60626,0.57959,0.93606,0.91552,0.78253,0.23445,0.75013,0.46525,0.14617,0.10576,0.92245,0.035976,0.39839,0.018856,0.20078,0.73738,0.12007,0.30208,0.21344,0.46052,0.16774,0.43123,0.94424,0.82945,0.95907,0.86596,0.36207,0.34673,0.98496,0.70755,0.29751,0.88427,0.1094,0.2247,0.87117,0.29247,0.68851,0.47389,0.0013076,0.15675,0.7648,0.21743,0.68764,0.49968,0.91604,0.68851,0.52458,0.21903,0.028173,0.16835,0.40175,0.58568,0.19875,0.063879
0.91366,0.65951,0.61084,0.080985,0.54194,0.27697,0.056536,0.17152,0.85215,0.77722,0.083896,0.47248,0.55292,0.12196,0.38668,0.41161,0.31718,0.76069,0.27486,0.2898,0.48644,0.15954,0.71445,0.87233,0.69863,0.24196,0.96927,0.065583,0.11502,0.82657,0.40809,0.74089,0.46152,0.27813,0.37744,0.55838,0.40726,0.21255,0.33515,0.68546,0.27257,0.081699,0.79331,0.097806,0.12635,0.15339,0.78221,0.6501,0.72787,0.36619,0.13388,0.44817,0.83375,0.4909,0.21227,0.45215,0.37144,0.39381,0.74457,0.76568,0.2008,0.093051,0.71735,0.677,0.8104,0.26873,0.57998,0.71389,0.33837,0.35457,0.96707,0.69046,0.96403,0.47099,0.98884,0.3523,0.78802,0.88515,0.9721,0.75359,0.88256,0.11703,0.956,0.89182,0.81759,0.28039,0.65433,0.74239,0.61902,0.55774,0.31452,0.59605,0.048176,0.2164,0.98773,0.79588,0.45675,0.35582,0.45544,0.69918
0.56109,0.83569,0.54503,0.78323,0.45814,0.54585,0.87438,0.1461,0.49141,0.32804,0.3442,0.20572,0.79565,0.19218,0.17769,0.67901,0.64413,0.046854,0.37114,0.26253,0.1615,0.88625,0.94323,0.89009,0.013194,0.69037,0.19227,0.84656,0.48563,0.49639,0.27471,0.74976,0.19093,0.95712,0.77386,0.6318,0.70714,0.068844,0.7366,0.10695,0.78919,0.32653,0.010063,0.11292,0.061368,0.32324,0.26525,0.7255,0.50029,0.06667,0.84882,0.86495,0.28707,0.45393,0.31887,0.22587,0.30205,0.45808,0.64659,0.47683,0.48786,0.27927,0.28355,0.67517,0.34802,0.408,0.059852,0.14605,0.071069,0.25089,0.2504,0.41807,0.51679,0.87755,0.52004,0.61459,0.64133,0.20484,0.9594,0.17622,0.74689,0.71406,0.57438,0.29418,0.81779,0.20548,0.22858,0.86621,0.046317,0.42292,0.88292,0.52785,0.83137,0.82881,0.37463,0.65714,0.83502,0.45135,0.38101,0.39621
0.58964,0.82003,0.10686,0.59229,0.29357,0.84457,0.71721,0.48743,0.48042,0.34713,0.71728,0.086896,0.84046,0.59529,0.6813,0.59641,0.025846,0.71862,0.87216,0.10024,0.32439,0.93854,0.41876,0.98114,0.94055,0.31389,0.7478,0.77938,0.077205,0.029109,0.99776,0.86826,0.49082,0.27715,0.5356,0.52788,0.15644,0.96425,0.069534,0.019063,0.40917,0.034604,0.21824,0.53003,0.79746,0.92108,0.38533,0.35509,0.53824,0.51615,0.87518,0.77627,0.0063979,0.4275,0.95802,0.93365,0.53712,0.38404,0.68084,0.28426,0.38899,0.58339,0.24112,0.25943,0.87996,0.8414,0.41731,0.47236,0.021876,0.37347,0.34969,0.2764,0.52214,0.3301,0.20117,0.97598,0.55728,0.47499,0.60407,0.90341,0.50185,0.65582,0.28191,0.63266,0.11746,0.019651,0.94767,0.75849,0.066761,0.96694,0.33536,0.61021,0.45857,0.50372,0.63345,0.43364,0.79041,0.047765,0.57814,0.048068
0.18565,0.41479,0.22554,0.21273,0.4445,0.8735,0.16147,0.21246,0.39442,0.37199,0.96654,0.34354,0.60809,0.27202,0.68689,0.56146,0.5049,0.79873,0.7436,0.49816,0.75798,0.31575,0.4381,0.46111,0.88277,0.92548,0.79107,0.33807,0.91089,0.9002,0.070396,0.34381,0.63302,0.51899,0.91332,0.075734,0.98724,0.79086,0.86078,0.90665,0.43936,0.60942,0.34332,0.50224,0.82461,0.35648,0.76783,0.40433,0.74631,0.11735,0.68753,0.91702,0.21139,0.65987,0.28101,0.72878,0.14965,0.17817,0.6133,0.73526,0.077471,0.27638,0.062209,0.13525,0.56347,0.58072,0.46755,0.96759,0.63039,0.065552,0.52699,0.36671,0.14248,0.078895,0.033342,0.95332,0.71563,0.17796,0.61435,0.73334,0.87006,0.88687,0.32625,0.076124,0.48525,0.87867,0.2311,0.465,0.35145,0.157,0.31621,0.99856,0.84585,0.38169,0.7041,0.26738,0.6452,0.5875,0.49413,0.49408
0.85655,0.65537,0.51162,0.24173,0.97417,0.10033,0.15833,0.48538,0.23991,0.43084,0.45562,0.024679,0.31684,0.142,0.50297,0.73217,0.039151,0.52176,0.65228,0.75051,0.40386,0.42075,0.69134,0.684,0.71164,6.7502e-05,0.78074,0.97334,0.9209,0.81297,0.002222,0.53596,0.26586,0.020907,0.88291,0.5037,0.95663,0.90177,0.97912,0.2792,0.1979,0.972,0.71271,0.00033458,0.09467,0.72068,0.1854,0.18148,0.043108,0.45923,0.42711,0.83933,0.98378,0.90552,0.44003,0.18038,0.16866,0.071136,0.57804,0.99981,0.017719,0.59349,0.43887,0.80788,0.38803,0.20175,0.93007,0.26803,0.57188,0.54529,0.79587,0.65771,0.0080956,0.50333,0.43888,0.76411,0.38638,0.45368,0.84553,0.18096,0.41812,0.84194,0.58921,0.46536,0.50459,0.65444,0.80889,0.95689,0.95491,0.20642,0.45114,0.9565,0.1264,0.58156,0.17727,0.74271,0.44007,0.9738,0.75284,0.4207
0.71095,0.8851,0.80365,0.29468,0.89581,0.81402,0.23555,0.2103,0.38743,0.96361,0.64229,0.84912,0.25018,0.15037,0.099048,0.06134,0.07018,0.71394,0.26221,0.092091,0.10516,0.34519,0.17619,0.94024,0.13082,0.10719,0.29031,0.27826,0.045509,0.6321,0.26378,0.45837,0.8441,0.19972,0.15987,0.22448,0.11987,0.12778,0.73687,0.30984,0.87324,0.66189,0.7191,0.69528,0.27043,0.60806,0.80673,0.086183,0.056428,0.44914,0.54448,0.08485,0.98624,0.81951,0.67016,0.010197,0.26991,0.32298,0.12559,0.21167,0.47896,0.61265,0.24472,0.085889,0.91542,0.35653,0.58824,0.41123,0.24481,0.35694,0.57744,0.086882,0.99243,0.32976,0.78318,0.83891,0.93398,0.58304,0.533,0.91374,0.79455,0.54271,0.15926,0.13252,0.83258,0.29652,0.58582,0.73385,0.1205,0.3105,0.42537,0.37686,0.47659,0.17458,0.77547,0.14778,0.74985,0.033098,0.41496,0.20315
0.041561,0.32344,0.59405,0.4649,0.68863,0.92186,0.61951,0.039563,0.80989,0.66822,0.74772,0.86072,0.50223,0.077583,0.6149,0.1573,0.74599,0.099335,0.10503,0.50833,0.0068437,0.22099,0.59931,0.57403,0.53882,0.24741,0.46246,0.047558,0.62575,0.82008,0.78138,0.48346,0.43663,0.2068,0.96986,0.9193,0.10712,0.64856,0.35798,0.72172,0.72237,0.79398,0.99992,0.20262,0.80207,0.18986,0.17974,0.81069,0.63595,0.37189,0.49842,0.91628,0.85452,0.37194,0.2641,0.20506,0.33593,0.52406,0.74168,0.76589,0.087648,0.66328,0.22739,0.83483,0.8231,0.45871,0.78998,0.91967,0.075497,0.04749,0.70331,0.6264,0.97459,0.81211,0.79699,0.78157,0.20317,0.72901,0.43871,0.21255,0.65565,0.53825,0.87991,0.128,0.19213,0.78298,0.76581,0.58889,0.50591,0.9926,0.61696,0.09666,0.032962,0.032689,0.44138,0.089632,0.42534,0.43178,0.62104,0.4879
